Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,RAV4,2.4,Hybrid,2010.0,,18394
Porsche,718 Cayman,2.4,Petrol,1992.0,,1807
VW,Polo,1.4,Diesel,2001.0,202260.0,1959
BMW,M5,4.0,Petrol,2010.0,85535.0,41248
Porsche,718 Cayman,2.4,Petrol,1992.0,293609.0,1090
Toyota,RAV4,2.0,Hybrid,1999.0,233536.0,3048
VW,Passat,1.4,Diesel,2006.0,,10607
Ford,Fiesta,1.4,Petrol,2011.0,86810.0,8959
Toyota,RAV4,2.2,Hybrid,1992.0,155267.0,3970
Toyota,RAV4,2.4,Hybrid,1996.0,94535.0,8671
Ford,Mondeo,1.4,Diesel,2013.0,57291.0,18835
Ford,Focus,1.6,Petrol,1996.0,154243.0,3044
Ford,Fiesta,1.2,Petrol,2018.0,31524.0,18873
VW,Passat,1.4,Petrol,1992.0,,2011
Ford,Focus,1.8,Petrol,2004.0,89172.0,9084
Toyota,RAV4,2.2,Petrol,2005.0,103458.0,11812
VW,Polo,1.0,Petrol,2021.0,7170.0,24681
,Yaris,1.2,Petrol,1989.0,,825
Ford,Mondeo,1.6,Diesel,2012.0,,22020
Ford,Focus,1.8,Petrol,2014.0,47509.0,23332
VW,Golf,1.6,Petrol,,191298.0,1634
BMW,Z4,,Petrol,1997.0,147624.0,4644
Toyota,Yaris,1.0,Hybrid,,170643.0,1646
VW,Polo,1.6,Petrol,1999.0,81967.0,4569
VW,Polo,1.0,Petrol,2018.0,38337.0,16989
Ford,Mondeo,1.8,Petrol,2005.0,114503.0,7988
Ford,Focus,1.6,Petrol,2011.0,87604.0,13810
Ford,Mondeo,1.4,Diesel,1985.0,240046.0,671
Toyota,RAV4,1.8,,2010.0,74000.0,22044
VW,Passat,1.6,Diesel,2017.0,31884.0,32426
Toyota,Yaris,1.2,Petrol,2006.0,102636.0,6140
VW,Golf,1.2,Petrol,2007.0,110360.0,6518
VW,Golf,1.4,,2006.0,141516.0,5168
Toyota,RAV4,2.0,Hybrid,2009.0,144044.0,12886
VW,Polo,1.2,Petrol,1996.0,204594.0,1212
Toyota,Prius,1.0,,2013.0,41383.0,21038
,Prius,1.0,Hybrid,2011.0,93050.0,13084
Toyota,Yaris,1.4,Hybrid,2005.0,90212.0,8146
Porsche,Cayenne,4.0,Diesel,2007.0,,21932
VW,Golf,1.8,Diesel,1993.0,204870.0,1511
BMW,M5,4.0,Petrol,2001.0,138352.0,15211
Toyota,Yaris,1.2,Petrol,,8546.0,30286
Ford,Fiesta,1.2,,1994.0,198589.0,1090
Ford,Mondeo,1.8,Hybrid,2016.0,44471.0,32296
Ford,Mondeo,2.0,Diesel,1990.0,17201.0,6159
VW,Golf,1.2,Diesel,1994.0,238449.0,974
Toyota,Prius,1.4,Hybrid,1998.0,159356.0,3885
Toyota,Prius,1.4,Hybrid,2008.0,117492.0,10575
Toyota,RAV4,,Hybrid,1997.0,178425.0,4560
VW,Polo,1.2,Petrol,,181611.0,1296
Ford,Focus,1.6,Petrol,2008.0,98504.0,10456
Ford,Mondeo,1.8,Diesel,2020.0,16783.0,43273
Ford,Mondeo,1.4,Diesel,2008.0,129197.0,8066
VW,Polo,2.0,Petrol,2009.0,76453.0,10334
BMW,Z4,2.0,Petrol,2009.0,,12648
,Mondeo,1.4,Diesel,2019.0,26254.0,33878
VW,Golf,1.6,Diesel,2006.0,123670.0,6679
Ford,Mondeo,1.4,Diesel,2007.0,,12549
Ford,Focus,1.8,,2002.0,147871.0,5075
VW,Golf,1.2,Hybrid,,210145.0,1258
BMW,X3,3.0,Diesel,1997.0,173193.0,4627
VW,Golf,1.4,Petrol,2017.0,44260.0,21536
Ford,Focus,1.8,Diesel,2012.0,68984.0,18681
Ford,Fiesta,1.0,Diesel,2015.0,,14429
Toyota,Prius,,Hybrid,1994.0,246833.0,1560
VW,Polo,2.0,Petrol,2011.0,48426.0,14172
VW,Polo,1.2,Petrol,1992.0,246275.0,636
Ford,Fiesta,1.4,Petrol,,68731.0,7266
VW,Golf,,Petrol,1985.0,151468.0,1332
Toyota,Prius,1.4,Hybrid,2013.0,91779.0,17851
Ford,Mondeo,1.6,Diesel,2015.0,42984.0,25151
VW,Polo,1.0,Petrol,2001.0,226245.0,1272
VW,Passat,,Diesel,,79627.0,11410
Toyota,RAV4,1.8,Hybrid,2012.0,51348.0,29194
Ford,Focus,2.0,Petrol,2001.0,201430.0,3173
VW,Passat,2.0,Petrol,1997.0,,4194
BMW,X3,3.0,Diesel,2017.0,31454.0,49273
VW,Golf,1.8,Petrol,2000.0,125357.0,4464
Ford,Fiesta,1.0,Petrol,,118561.0,2519
,911,3.5,Petrol,1996.0,266053.0,3931
BMW,X3,2.0,Diesel,2004.0,,12510
,Mondeo,1.6,Diesel,2005.0,29020.0,14020
Ford,Fiesta,1.0,Petrol,2012.0,,10482
Toyota,Yaris,1.0,Hybrid,2020.0,16143.0,29810
Ford,Fiesta,1.0,Petrol,2019.0,19838.0,19670
Toyota,Yaris,1.0,Petrol,1997.0,,1115
Toyota,Prius,1.4,Hybrid,2019.0,19909.0,42025
Toyota,RAV4,2.2,Hybrid,1997.0,210367.0,3448
Porsche,Cayenne,3.5,,2003.0,127535.0,14766
,Golf,1.2,Petrol,2009.0,,9206
Ford,Mondeo,1.4,Hybrid,1996.0,135011.0,3956
Ford,Mondeo,1.6,Diesel,2008.0,68737.0,13389
Toyota,RAV4,2.0,Hybrid,2001.0,199645.0,4721
Toyota,Prius,1.0,Hybrid,1989.0,180844.0,1502
BMW,M5,4.4,Petrol,2000.0,175421.0,10983
Toyota,Prius,,Hybrid,2021.0,,49926
Ford,Focus,2.0,Diesel,2018.0,30803.0,37250
Porsche,718 Cayman,2.0,Petrol,1994.0,175197.0,3335
Ford,Mondeo,2.0,Diesel,2016.0,51795.0,28470
VW,Golf,1.2,Petrol,1988.0,248815.0,565
Toyota,Yaris,1.0,Hybrid,2016.0,,19565
VW,Golf,1.4,Petrol,1995.0,187367.0,1690
VW,Polo,1.6,Petrol,1990.0,173849.0,1225
Ford,Mondeo,2.0,Diesel,1998.0,192026.0,2936
Toyota,RAV4,1.8,Hybrid,2005.0,,13550
Ford,Focus,2.0,Petrol,2008.0,66656.0,14588
Ford,Focus,1.8,Diesel,2018.0,26449.0,36228
VW,Polo,1.0,Petrol,,,484
VW,Passat,2.0,Petrol,1990.0,136148.0,2765
Ford,Focus,1.0,Petrol,1998.0,129154.0,3365
Toyota,Prius,1.8,Hybrid,2020.0,15462.0,52184
Toyota,RAV4,2.2,Hybrid,1999.0,254097.0,2646
Toyota,Prius,1.4,Hybrid,2020.0,18546.0,45259
Porsche,718 Cayman,2.4,Petrol,1991.0,179863.0,2874
Ford,Focus,1.0,Diesel,2002.0,97694.0,5852
VW,Golf,2.0,Diesel,1999.0,81800.0,6372
Toyota,Prius,1.0,Hybrid,2008.0,49933.0,14306
Toyota,RAV4,,Hybrid,2015.0,43616.0,43185
Ford,Mondeo,1.6,Diesel,2010.0,92357.0,12995
Ford,Mondeo,1.6,Diesel,1997.0,141415.0,3758
VW,Passat,2.0,Diesel,2000.0,,6708
VW,Golf,1.4,,,135298.0,2788
Ford,Mondeo,1.8,Diesel,1999.0,217312.0,2380
Toyota,RAV4,2.0,Hybrid,2019.0,,60045
Toyota,Prius,1.4,Hybrid,1997.0,125166.0,4787
Ford,Focus,1.8,Petrol,2006.0,103345.0,9368
BMW,M5,4.4,Petrol,1995.0,97279.0,14635
Ford,Focus,2.0,Petrol,1992.0,194169.0,1856
Toyota,RAV4,2.2,Petrol,2021.0,3259.0,64387
Ford,Focus,2.0,Petrol,,28392.0,31480
BMW,X3,2.4,Diesel,,12561.0,63898
VW,Polo,1.4,Petrol,,,12286
Toyota,RAV4,2.0,Hybrid,2017.0,6062.0,55622
Toyota,Yaris,1.4,,2009.0,7000.0,17780
Toyota,RAV4,1.8,Hybrid,2018.0,30636.0,49326
Toyota,Prius,,Hybrid,1998.0,,5899
Toyota,RAV4,2.4,Petrol,2001.0,114952.0,8670
VW,Passat,2.0,Diesel,,119809.0,3527
Toyota,Prius,1.8,Hybrid,2009.0,104620.0,14120
VW,Golf,1.8,Diesel,2006.0,124643.0,7031
Ford,Fiesta,1.0,Petrol,2007.0,126188.0,4328
Ford,Mondeo,1.6,Diesel,1996.0,144214.0,3437
VW,Passat,2.0,Diesel,2013.0,37603.0,26852
Ford,Focus,1.6,Petrol,2018.0,30542.0,31779
VW,Passat,1.6,Diesel,1993.0,150145.0,2833
,X3,2.4,Diesel,1990.0,131376.0,3657
VW,Polo,1.2,Petrol,2010.0,39794.0,10823
Toyota,Prius,1.0,Hybrid,,63168.0,23957
Ford,Fiesta,1.0,Petrol,1996.0,167547.0,1485
BMW,M5,5.0,Petrol,2012.0,93409.0,49830
VW,Golf,,Petrol,2007.0,125903.0,7088
VW,Polo,1.0,Petrol,2017.0,42548.0,15497
VW,Passat,2.0,Diesel,,16404.0,45176
Toyota,RAV4,,Hybrid,,,14725
Ford,Focus,1.0,Petrol,2000.0,,3076
VW,Golf,1.6,Petrol,,190102.0,2156
VW,Golf,1.4,Diesel,1996.0,,3034
Toyota,Yaris,1.2,Petrol,2019.0,23677.0,24425
Toyota,RAV4,,Hybrid,1996.0,47111.0,11911
,Focus,1.8,Petrol,2017.0,,31489
VW,Golf,1.2,Diesel,,,11918
Toyota,RAV4,2.2,Petrol,2004.0,140705.0,8290
Ford,Fiesta,1.4,Petrol,2011.0,38011.0,12306
Toyota,RAV4,2.2,Hybrid,2012.0,52629.0,32017
Ford,Fiesta,1.0,Petrol,2011.0,71551.0,8410
VW,Passat,1.6,,2016.0,40639.0,27437
Toyota,Prius,1.8,Hybrid,2006.0,121064.0,10210
Ford,Focus,1.0,Petrol,1996.0,149294.0,2506
VW,Passat,,Diesel,,44889.0,18674
Ford,Fiesta,1.4,Petrol,2004.0,99951.0,5112
,Yaris,1.2,Hybrid,2004.0,128751.0,5287
BMW,M5,4.0,Petrol,2010.0,80409.0,42747
Ford,Mondeo,,Diesel,2001.0,139247.0,5583
Ford,Mondeo,1.6,Diesel,2010.0,,17957
Ford,Fiesta,1.0,Petrol,2000.0,193003.0,1559
Toyota,RAV4,,Hybrid,1994.0,242160.0,2018
VW,Polo,,Petrol,1990.0,,203
VW,Golf,2.0,Hybrid,2016.0,49568.0,27968
BMW,Z4,2.4,Petrol,2011.0,57225.0,22904
Toyota,Prius,1.0,Hybrid,2004.0,79536.0,9022
Toyota,Prius,1.8,Hybrid,2017.0,34038.0,38493
Toyota,RAV4,2.2,,2017.0,39945.0,48301
VW,Polo,2.0,,2017.0,27863.0,23890
Ford,Focus,1.6,Diesel,2006.0,137211.0,7148
Toyota,Yaris,1.2,Hybrid,2003.0,204713.0,2614
Ford,Mondeo,1.4,Diesel,2021.0,6681.0,43035
Ford,Mondeo,1.8,Diesel,1991.0,254150.0,997
,Prius,,Hybrid,2006.0,,10713
VW,Passat,1.4,Petrol,2022.0,,46464
VW,Passat,,Diesel,2015.0,37507.0,29124
Toyota,Yaris,1.0,Petrol,2008.0,38687.0,9820
Ford,Mondeo,1.4,Petrol,2006.0,71030.0,10280
VW,Passat,1.6,,2016.0,40443.0,27469
VW,Polo,2.0,Petrol,2016.0,53321.0,19183
Ford,Focus,1.4,Petrol,2009.0,116766.0,9124
BMW,X3,2.0,Diesel,1996.0,226404.0,2213
Toyota,Yaris,1.4,Petrol,2009.0,,7999
Ford,Mondeo,1.6,Diesel,2014.0,29575.0,25465
VW,Polo,2.0,Petrol,2022.0,6057.0,37526
Ford,Focus,,Petrol,2011.0,66750.0,14898
VW,Polo,2.0,Diesel,1989.0,52150.0,3354
Toyota,RAV4,2.0,Hybrid,2019.0,37821.0,53292
VW,Golf,1.8,,1992.0,107492.0,3000
Porsche,718 Cayman,2.4,Petrol,2019.0,25058.0,57287
Toyota,Yaris,1.2,Petrol,,,9479
Toyota,RAV4,,Hybrid,2019.0,,64081
Ford,Focus,1.0,Petrol,,19500.0,2771
BMW,X3,2.0,Diesel,2004.0,86160.0,11902
VW,Golf,2.0,,2015.0,41890.0,22853
BMW,M5,4.4,Petrol,1992.0,,16444
,Fiesta,,Petrol,1993.0,306473.0,376
Ford,Fiesta,1.4,Petrol,2010.0,28975.0,12135
BMW,Z4,,Petrol,,109670.0,11390
VW,Polo,1.0,Petrol,,183273.0,955
Toyota,Prius,,Hybrid,2002.0,143891.0,4867
VW,Polo,1.0,Petrol,2001.0,176388.0,1974
Ford,Mondeo,1.8,Diesel,1999.0,138019.0,4681
VW,Golf,1.6,Petrol,1988.0,212433.0,909
VW,Polo,1.0,Petrol,2017.0,41601.0,15586
Ford,Mondeo,1.4,Diesel,2000.0,87710.0,6450
BMW,X3,3.0,Petrol,2008.0,65429.0,20873
Ford,Fiesta,1.4,Petrol,2019.0,15663.0,23809
VW,Passat,1.6,Diesel,2003.0,113736.0,7354
Toyota,Prius,1.8,Hybrid,1991.0,,1674
Toyota,Yaris,1.2,Hybrid,1994.0,110779.0,3116
VW,Polo,1.4,Petrol,2019.0,21723.0,23640
VW,Polo,1.4,Petrol,1997.0,141882.0,2383
Toyota,RAV4,2.0,Hybrid,,26821.0,53140
VW,Golf,1.6,Diesel,1990.0,95291.0,2843
Toyota,Prius,1.8,Hybrid,2017.0,28116.0,39831
BMW,X3,2.0,Diesel,1997.0,93245.0,7097
Toyota,Yaris,,Hybrid,,130769.0,2499
BMW,Z4,2.0,,1988.0,154373.0,2201
Toyota,RAV4,1.8,Hybrid,,52034.0,37953
Ford,Focus,1.6,Diesel,1998.0,159250.0,3504
Toyota,Prius,1.8,Hybrid,2011.0,55701.0,22607
Toyota,Prius,1.4,Hybrid,2005.0,105160.0,9500
,Fiesta,1.0,Petrol,1998.0,152988.0,1916
Ford,Fiesta,1.0,Petrol,2015.0,46855.0,12872
Toyota,Yaris,1.2,Hybrid,2010.0,,13574
Ford,Focus,,Petrol,2013.0,66282.0,17076
VW,Golf,,Petrol,2010.0,78814.0,11537
VW,Passat,1.6,Diesel,,93318.0,11933
Toyota,Yaris,1.2,Petrol,2011.0,46839.0,12507
Toyota,Prius,1.8,Hybrid,2013.0,58106.0,25438
Toyota,RAV4,2.0,Hybrid,2002.0,124327.0,9447
Toyota,Prius,1.4,Hybrid,2000.0,47590.0,10075
BMW,Z4,2.2,Petrol,2003.0,119433.0,8291
Toyota,Prius,1.0,Hybrid,2012.0,93679.0,13923
VW,Passat,2.0,Diesel,1992.0,232270.0,1451
Ford,Focus,1.6,Petrol,,,6619
Ford,Focus,2.0,Diesel,2000.0,134708.0,5465
VW,Golf,1.4,Petrol,2000.0,113740.0,4304
Ford,Focus,1.4,Petrol,1997.0,106571.0,4427
VW,Golf,2.0,Diesel,,114452.0,8567
Ford,Focus,2.0,Petrol,,46867.0,26394
VW,Golf,2.0,Diesel,2014.0,121296.0,12966
Ford,Fiesta,1.2,Petrol,2000.0,134728.0,2780
VW,Golf,1.4,Petrol,2014.0,44359.0,17621
VW,Golf,1.4,Petrol,2005.0,48240.0,9443
Toyota,Prius,1.8,Hybrid,1989.0,197211.0,1749
Ford,Focus,1.0,Petrol,2001.0,182283.0,2652
Porsche,718 Cayman,2.4,Petrol,,99323.0,9325
Toyota,Yaris,1.4,Petrol,2015.0,52859.0,16989
Porsche,Cayenne,3.5,Petrol,2021.0,12842.0,100066
Ford,Focus,1.6,Petrol,2013.0,78917.0,16765
VW,Polo,1.4,Petrol,,,4324
Porsche,718 Cayman,4.0,Petrol,2016.0,25304.0,60467
VW,Passat,1.4,Diesel,1990.0,276740.0,704
BMW,X3,3.0,Diesel,,182471.0,4568
Ford,Fiesta,1.4,Petrol,2002.0,,4465
VW,Polo,1.6,Diesel,2014.0,,14886
BMW,Z4,2.0,Petrol,2020.0,16193.0,48541
VW,Passat,2.0,Diesel,1997.0,153826.0,4013
Toyota,Yaris,1.4,Hybrid,2007.0,,7810
VW,Passat,,Diesel,1993.0,234411.0,1443
Ford,Focus,2.0,Petrol,1998.0,158920.0,3741
,RAV4,2.0,Hybrid,2001.0,52147.0,14707
,911,2.6,Petrol,2002.0,135300.0,15889
Ford,Mondeo,1.6,Diesel,2000.0,99284.0,6346
Ford,Fiesta,1.2,Petrol,,,1987
VW,Passat,1.8,Petrol,1990.0,86076.0,3822
BMW,Z4,2.4,Petrol,2004.0,102480.0,10515
VW,Polo,1.6,Petrol,2011.0,,13162
VW,Passat,2.0,Petrol,2010.0,89171.0,14955
Ford,Fiesta,1.2,Petrol,,156165.0,2045
Toyota,RAV4,2.4,Petrol,1995.0,175192.0,3570
Ford,Fiesta,1.4,Petrol,2008.0,98587.0,6741
VW,Passat,2.0,Petrol,1993.0,110810.0,4110
,Mondeo,1.4,Diesel,2013.0,60049.0,18504
Toyota,Prius,1.0,Hybrid,,218598.0,2244
Ford,Mondeo,1.4,Diesel,2013.0,,15205
Ford,Mondeo,1.8,Diesel,1991.0,123031.0,3089
VW,Passat,1.8,Diesel,2015.0,38335.0,28982
Toyota,RAV4,,Petrol,2017.0,,45035
VW,Golf,1.2,Petrol,1996.0,144894.0,2390
Ford,Focus,1.8,Petrol,2014.0,72644.0,19837
Ford,Fiesta,1.2,Petrol,1984.0,262201.0,314
Ford,Mondeo,2.0,Diesel,2001.0,179697.0,3989
BMW,X3,3.0,Diesel,2000.0,121627.0,8593
Toyota,Yaris,1.4,Hybrid,2000.0,219741.0,2022
Ford,Focus,1.0,Petrol,1989.0,215892.0,886
VW,Golf,1.6,Diesel,2007.0,73641.0,10274
Ford,Mondeo,1.8,Diesel,2009.0,84654.0,13617
Toyota,RAV4,1.8,Petrol,,55452.0,16987
VW,Golf,1.8,,2018.0,38805.0,26975
Toyota,Yaris,1.4,Petrol,2021.0,10892.0,32312
Toyota,Prius,1.8,Hybrid,1995.0,203148.0,2476
VW,Passat,2.0,Diesel,1999.0,263690.0,1732
Ford,Focus,1.6,Diesel,2020.0,15511.0,41458
VW,Polo,1.0,Petrol,2000.0,80399.0,3903
VW,Polo,1.2,Petrol,2020.0,26740.0,22746
VW,Polo,2.0,Petrol,2016.0,54487.0,19042
Toyota,Prius,1.8,Hybrid,2012.0,79589.0,20627
Ford,Mondeo,2.0,Diesel,1997.0,147128.0,4012
Toyota,Prius,1.4,Hybrid,1997.0,177643.0,3115
Toyota,Prius,1.0,Hybrid,2003.0,110911.0,6731
BMW,M5,4.4,Petrol,2004.0,135840.0,19879
Toyota,Yaris,1.0,Petrol,1987.0,251787.0,446
Porsche,911,,Petrol,1994.0,296994.0,2569
Ford,Mondeo,2.0,Petrol,1998.0,281376.0,1237
Porsche,911,3.5,Petrol,2017.0,,99652
Toyota,Prius,,Hybrid,1999.0,,7256
Ford,Mondeo,1.6,Diesel,2012.0,99680.0,14083
BMW,X3,2.0,,2015.0,49080.0,31680
VW,Polo,2.0,Petrol,2019.0,5702.0,30780
BMW,Z4,,Petrol,,61339.0,27243
Ford,Focus,1.8,Diesel,,118815.0,11432
BMW,X3,2.4,Diesel,2009.0,142849.0,11844
Ford,Focus,1.6,,2009.0,90884.0,11808
Porsche,911,3.0,,2013.0,54517.0,63498
Ford,Mondeo,1.8,Diesel,2008.0,,12652
Toyota,Yaris,1.4,Hybrid,2001.0,277134.0,1273
Ford,Focus,1.8,Petrol,2008.0,86245.0,12108
VW,Polo,1.4,Petrol,1992.0,167900.0,1377
Toyota,Prius,1.8,Hybrid,2013.0,69462.0,23617
VW,Passat,1.6,Diesel,2004.0,141945.0,6305
VW,Passat,1.8,Diesel,2017.0,36233.0,33530
,Passat,1.6,Diesel,1993.0,57797.0,5589
Toyota,RAV4,2.2,Hybrid,1996.0,141832.0,5783
,X3,3.0,Petrol,1997.0,78506.0,9181
Toyota,Prius,1.0,Hybrid,2005.0,141654.0,6053
Ford,Fiesta,1.0,Petrol,1995.0,129462.0,1895
VW,Golf,1.6,Diesel,1996.0,194049.0,1914
BMW,X3,2.0,Diesel,1996.0,,2639
VW,Polo,,Petrol,1990.0,193247.0,1159
BMW,M5,5.0,Petrol,,208924.0,6264
Ford,Mondeo,1.8,Diesel,2001.0,11000.0,12576
BMW,Z4,,Petrol,1987.0,202609.0,1669
Toyota,Yaris,1.2,Petrol,2019.0,25191.0,24218
Toyota,Yaris,1.0,Petrol,,7588.0,29701
Ford,Focus,1.4,Diesel,1994.0,221469.0,1462
Ford,Mondeo,1.6,Diesel,2013.0,107771.0,14181
BMW,X3,2.0,Diesel,2006.0,54504.0,16805
Ford,Mondeo,1.8,Diesel,1991.0,158143.0,2331
Ford,Fiesta,1.2,Petrol,2017.0,21664.0,18669
Ford,Fiesta,1.0,Petrol,2000.0,,2603
Porsche,718 Cayman,4.0,Petrol,1994.0,14500.0,14802
VW,Golf,1.8,Hybrid,2018.0,6988.0,38644
,Polo,1.4,Petrol,2016.0,26957.0,18795
BMW,M5,5.0,Petrol,2006.0,167813.0,18630
Toyota,Yaris,1.0,Petrol,2021.0,14337.0,26813
VW,Golf,1.6,Petrol,2000.0,42738.0,7481
Ford,Fiesta,1.0,Petrol,2013.0,46274.0,11306
Ford,Mondeo,1.8,Petrol,2011.0,123056.0,11161
Toyota,Yaris,1.4,Petrol,2000.0,100178.0,4526
Toyota,Yaris,1.2,Hybrid,1995.0,193021.0,1700
Ford,Mondeo,2.0,Petrol,,99650.0,8231
,Focus,1.6,Petrol,1993.0,,4308
Ford,Fiesta,1.4,Petrol,,104933.0,6019
VW,Polo,,Petrol,2002.0,162563.0,2598
VW,Golf,2.0,,1992.0,197735.0,1511
Toyota,Prius,1.0,Hybrid,1993.0,108611.0,3516
Toyota,Yaris,1.4,,1985.0,,226
VW,Polo,1.6,Petrol,1995.0,222754.0,1113
VW,Passat,1.8,Diesel,1996.0,13500.0,9394
VW,Passat,2.0,Diesel,2003.0,76843.0,10729
Ford,Fiesta,1.4,Petrol,2021.0,13514.0,27521
Toyota,Yaris,1.0,Petrol,,132650.0,2987
Ford,Mondeo,2.0,Diesel,1994.0,128615.0,3808
VW,Passat,2.0,Diesel,2008.0,8701.0,22605
Ford,Focus,1.4,Petrol,1993.0,236905.0,1132
Ford,Mondeo,1.6,Diesel,1995.0,100732.0,4499
,Polo,1.6,Petrol,2011.0,80957.0,10240
VW,Passat,1.6,Diesel,1992.0,139049.0,2900
Ford,Focus,1.4,Petrol,2014.0,55550.0,19567
Ford,Mondeo,2.0,Hybrid,2014.0,,25407
Ford,Mondeo,1.6,Hybrid,1990.0,66046.0,4691
VW,Golf,1.2,Diesel,1993.0,134691.0,2230
VW,Polo,1.0,Petrol,2022.0,9789.0,26025
VW,Golf,1.2,Hybrid,1997.0,136768.0,3273
VW,Polo,2.0,Petrol,2001.0,144202.0,3649
Ford,Fiesta,1.4,Petrol,,16442.0,22180
Toyota,RAV4,,Hybrid,1995.0,249137.0,2023
Ford,Focus,1.0,Petrol,,201098.0,2250
VW,Passat,1.4,Diesel,2014.0,51888.0,22011
VW,Passat,,Diesel,2001.0,91273.0,8054
Ford,Mondeo,1.8,Petrol,,29706.0,31395
,Golf,1.4,Petrol,,67809.0,13283
Toyota,RAV4,1.8,,2012.0,76025.0,24844
Ford,Focus,1.8,Diesel,,204826.0,1206
VW,Polo,,Petrol,1992.0,160027.0,1243
VW,Polo,1.6,Petrol,1999.0,187290.0,1990
Ford,Fiesta,1.2,Petrol,2002.0,88588.0,4495
Ford,Mondeo,,Diesel,,125507.0,2188
Toyota,RAV4,,Hybrid,1996.0,137621.0,5703
Ford,Focus,1.4,Diesel,2009.0,107615.0,10265
VW,Passat,1.8,Petrol,2019.0,31544.0,37501
VW,Passat,1.8,Diesel,2019.0,25671.0,40719
,Cayenne,3.0,Petrol,1997.0,178639.0,5736
Toyota,Prius,1.0,Hybrid,1988.0,260332.0,688
VW,Golf,1.8,Petrol,2001.0,131924.0,4532
BMW,X3,2.4,Diesel,2015.0,46630.0,35233
VW,Passat,1.8,Diesel,2005.0,144681.0,6993
Ford,Focus,1.6,Petrol,2007.0,47150.0,13825
VW,Golf,1.4,Petrol,2004.0,125366.0,5139
BMW,Z4,3.0,Petrol,2013.0,,25933
BMW,Z4,2.2,Petrol,2014.0,74799.0,23854
Ford,Fiesta,1.4,Petrol,1993.0,252121.0,678
Toyota,Prius,1.8,Hybrid,2015.0,46584.0,31247
Toyota,Yaris,1.2,Petrol,1998.0,,2652
VW,Polo,,Petrol,2006.0,43402.0,8761
Porsche,718 Cayman,4.0,Petrol,2005.0,64114.0,22924
VW,Golf,2.0,,2017.0,36635.0,28292
Ford,Mondeo,1.8,Diesel,,45941.0,16430
Ford,Focus,,Petrol,1991.0,167039.0,1961
Porsche,911,3.5,Petrol,2012.0,75216.0,56009
Toyota,Prius,,Hybrid,2011.0,86575.0,16210
Toyota,Prius,1.8,Hybrid,2017.0,47342.0,35538
VW,Golf,1.4,Diesel,,,13278
,X3,3.0,Diesel,1997.0,255955.0,2209
Toyota,Prius,1.4,Hybrid,2010.0,8757.0,24483
VW,Golf,1.8,Petrol,2003.0,79664.0,7629
Ford,Mondeo,1.8,Diesel,2007.0,132702.0,8324
Porsche,Cayenne,2.6,Diesel,1995.0,124382.0,7651
VW,Golf,,Hybrid,2004.0,188347.0,3665
BMW,Z4,2.0,Petrol,2001.0,138532.0,5956
Ford,Focus,1.0,Diesel,1995.0,180079.0,1902
Ford,Mondeo,1.6,Diesel,,176120.0,3220
VW,Golf,1.2,Petrol,1987.0,,783
Ford,Fiesta,1.0,,2002.0,111098.0,3481
Ford,Fiesta,1.0,Petrol,2016.0,53623.0,13191
Toyota,Yaris,1.4,Petrol,,132047.0,3108
Ford,Fiesta,1.4,Petrol,1996.0,216291.0,1149
Ford,Focus,,Petrol,2013.0,28422.0,18221
VW,Polo,1.4,Petrol,2020.0,12364.0,26586
Ford,Fiesta,1.4,Petrol,2011.0,63823.0,10474
Ford,Focus,2.0,Petrol,,84925.0,5065
BMW,X3,2.0,Diesel,2012.0,68890.0,22834
BMW,M5,5.0,Petrol,1990.0,190836.0,5263
Toyota,RAV4,2.2,Hybrid,1995.0,82641.0,8449
Toyota,RAV4,2.4,Hybrid,1995.0,150884.0,5250
Ford,Focus,1.4,Diesel,2003.0,134320.0,5602
Porsche,Cayenne,2.6,Diesel,1991.0,214735.0,2739
Toyota,RAV4,2.4,Petrol,2020.0,,57615
Toyota,Prius,,Hybrid,1997.0,262744.0,1450
Ford,Focus,1.0,Petrol,1996.0,194117.0,1714
Porsche,718 Cayman,2.0,Petrol,2019.0,,52716
VW,Polo,1.0,Petrol,1993.0,140489.0,1559
VW,Passat,1.4,Diesel,2013.0,20341.0,24797
BMW,Z4,2.0,Petrol,,85092.0,15179
BMW,Z4,2.2,Petrol,2018.0,22711.0,42991
VW,Polo,1.6,Petrol,1994.0,239384.0,895
Toyota,Yaris,1.0,Petrol,2011.0,129222.0,6390
Toyota,Prius,1.8,,2017.0,31936.0,38966
VW,Passat,1.6,,2016.0,33565.0,30040
Ford,Fiesta,1.4,,1994.0,197929.0,1184
Toyota,RAV4,1.8,Hybrid,2006.0,109120.0,13141
Toyota,RAV4,2.4,Hybrid,2002.0,133080.0,9663
Porsche,718 Cayman,2.0,Petrol,,119141.0,14293
Ford,Mondeo,1.4,Petrol,2002.0,26652.0,10364
,Fiesta,1.0,Petrol,2018.0,29328.0,17447
Ford,Focus,1.4,Diesel,2009.0,52068.0,15048
Ford,Mondeo,1.6,Diesel,,66984.0,9706
VW,Polo,1.4,Diesel,2002.0,99774.0,4828
Toyota,Prius,1.4,Hybrid,2005.0,53065.0,13589
BMW,Z4,2.4,Petrol,2009.0,74723.0,17861
Ford,Mondeo,2.0,Diesel,1993.0,212960.0,1748
Porsche,Cayenne,3.5,Petrol,2018.0,41994.0,69425
